Entity,Code,Date,Daily confirmed cases (cases)
Honduras,HND,"Jun 8, 2020",172
Honduras,HND,"Jun 9, 2020",123
Honduras,HND,"Jun 10, 2020",485
Honduras,HND,"Jun 11, 2020",425
Honduras,HND,"Jun 12, 2020",309
Honduras,HND,"Jun 13, 2020",463
Honduras,HND,"Jun 14, 2020",323
Honduras,HND,"Jun 15, 2020",403
Hungary,HUN,"Mar 5, 2020",2
Hungary,HUN,"Mar 7, 2020",2
Hungary,HUN,"Mar 8, 2020",3
Hungary,HUN,"Mar 9, 2020",1
Hungary,HUN,"Mar 10, 2020",1
Hungary,HUN,"Mar 11, 2020",3
Hungary,HUN,"Mar 12, 2020",1
Hungary,HUN,"Mar 13, 2020",3
Hungary,HUN,"Mar 14, 2020",9
Hungary,HUN,"Mar 15, 2020",6
Hungary,HUN,"Mar 16, 2020",8
Hungary,HUN,"Mar 17, 2020",11
Hungary,HUN,"Mar 18, 2020",0
Hungary,HUN,"Mar 19, 2020",23
Hungary,HUN,"Mar 20, 2020",12
Hungary,HUN,"Mar 21, 2020",18
Hungary,HUN,"Mar 22, 2020",28
Hungary,HUN,"Mar 23, 2020",36
Hungary,HUN,"Mar 24, 2020",20
Hungary,HUN,"Mar 25, 2020",39
Hungary,HUN,"Mar 26, 2020",35
Hungary,HUN,"Mar 27, 2020",39
Hungary,HUN,"Mar 28, 2020",43
Hungary,HUN,"Mar 29, 2020",65
Hungary,HUN,"Mar 30, 2020",39
Hungary,HUN,"Mar 31, 2020",45
Hungary,HUN,"Apr 1, 2020",33
Hungary,HUN,"Apr 2, 2020",60
Hungary,HUN,"Apr 3, 2020",38
Hungary,HUN,"Apr 4, 2020",55
Hungary,HUN,"Apr 5, 2020",55
Hungary,HUN,"Apr 6, 2020",11
Hungary,HUN,"Apr 7, 2020",73
Hungary,HUN,"Apr 8, 2020",78
Hungary,HUN,"Apr 9, 2020",85
Hungary,HUN,"Apr 10, 2020",210
Hungary,HUN,"Apr 11, 2020",120
Hungary,HUN,"Apr 12, 2020",100
Hungary,HUN,"Apr 13, 2020",48
Hungary,HUN,"Apr 14, 2020",54
Hungary,HUN,"Apr 15, 2020",67
Hungary,HUN,"Apr 16, 2020",73
Hungary,HUN,"Apr 17, 2020",111
Hungary,HUN,"Apr 18, 2020",71
Hungary,HUN,"Apr 19, 2020",82
Hungary,HUN,"Apr 20, 2020",68
Hungary,HUN,"Apr 21, 2020",114
Hungary,HUN,"Apr 22, 2020",70
Hungary,HUN,"Apr 23, 2020",116
Hungary,HUN,"Apr 24, 2020",99
Hungary,HUN,"Apr 25, 2020",60
Hungary,HUN,"Apr 26, 2020",57
Hungary,HUN,"Apr 27, 2020",83
Hungary,HUN,"Apr 28, 2020",66
Hungary,HUN,"Apr 29, 2020",78
Hungary,HUN,"Apr 30, 2020",48
Hungary,HUN,"May 1, 2020",88
Hungary,HUN,"May 2, 2020",79
Hungary,HUN,"May 3, 2020",56
Hungary,HUN,"May 4, 2020",37
Hungary,HUN,"May 5, 2020",30
Hungary,HUN,"May 6, 2020",46
Hungary,HUN,"May 7, 2020",39
Hungary,HUN,"May 8, 2020",28
Hungary,HUN,"May 9, 2020",35
Hungary,HUN,"May 10, 2020",50
Hungary,HUN,"May 11, 2020",21
Hungary,HUN,"May 12, 2020",29
Hungary,HUN,"May 13, 2020",28
Hungary,HUN,"May 14, 2020",39
Hungary,HUN,"May 15, 2020",37
Hungary,HUN,"May 16, 2020",56
Hungary,HUN,"May 17, 2020",36
Hungary,HUN,"May 18, 2020",26
Hungary,HUN,"May 19, 2020",21
Hungary,HUN,"May 20, 2020",42
Hungary,HUN,"May 21, 2020",43
Hungary,HUN,"May 22, 2020",37
Hungary,HUN,"May 23, 2020",35
Hungary,HUN,"May 24, 2020",28
Hungary,HUN,"May 25, 2020",15
Hungary,HUN,"May 26, 2020",15
Hungary,HUN,"May 27, 2020",22
Hungary,HUN,"May 28, 2020",23
Hungary,HUN,"May 29, 2020",25
Hungary,HUN,"May 30, 2020",0
Hungary,HUN,"May 31, 2020",26
Hungary,HUN,"Jun 1, 2020",9
Hungary,HUN,"Jun 2, 2020",45
Hungary,HUN,"Jun 3, 2020",10
Hungary,HUN,"Jun 4, 2020",0
Hungary,HUN,"Jun 5, 2020",23
Hungary,HUN,"Jun 6, 2020",16
Hungary,HUN,"Jun 7, 2020",0
Hungary,HUN,"Jun 8, 2020",0
Hungary,HUN,"Jun 9, 2020",44
Hungary,HUN,"Jun 10, 2020",3
Hungary,HUN,"Jun 11, 2020",10
Hungary,HUN,"Jun 12, 2020",12
Hungary,HUN,"Jun 13, 2020",14
Hungary,HUN,"Jun 14, 2020",11
Hungary,HUN,"Jun 15, 2020",12
Iceland,ISL,"Dec 31, 2019",0
Iceland,ISL,"Jan 1, 2020",0
Iceland,ISL,"Jan 2, 2020",0
Iceland,ISL,"Jan 3, 2020",0
Iceland,ISL,"Jan 4, 2020",0
Iceland,ISL,"Jan 5, 2020",0
Iceland,ISL,"Jan 6, 2020",0
Iceland,ISL,"Jan 7, 2020",0
Iceland,ISL,"Jan 8, 2020",0
Iceland,ISL,"Jan 9, 2020",0
Iceland,ISL,"Jan 10, 2020",0
Iceland,ISL,"Jan 11, 2020",0
Iceland,ISL,"Jan 12, 2020",0
Iceland,ISL,"Jan 13, 2020",0
Iceland,ISL,"Jan 14, 2020",0
Iceland,ISL,"Jan 15, 2020",0
Iceland,ISL,"Jan 16, 2020",0
Iceland,ISL,"Jan 17, 2020",0
Iceland,ISL,"Jan 18, 2020",0
Iceland,ISL,"Jan 19, 2020",0
Iceland,ISL,"Jan 20, 2020",0
Iceland,ISL,"Jan 21, 2020",0
Iceland,ISL,"Jan 22, 2020",0
Iceland,ISL,"Jan 23, 2020",0
Iceland,ISL,"Jan 24, 2020",0
Iceland,ISL,"Jan 25, 2020",0
Iceland,ISL,"Jan 26, 2020",0
Iceland,ISL,"Jan 27, 2020",0
Iceland,ISL,"Jan 28, 2020",0
Iceland,ISL,"Jan 29, 2020",0
Iceland,ISL,"Jan 30, 2020",0
Iceland,ISL,"Jan 31, 2020",0
Iceland,ISL,"Feb 1, 2020",0
Iceland,ISL,"Feb 2, 2020",0
Iceland,ISL,"Feb 3, 2020",0
Iceland,ISL,"Feb 4, 2020",0
Iceland,ISL,"Feb 5, 2020",0
Iceland,ISL,"Feb 6, 2020",0
Iceland,ISL,"Feb 7, 2020",0
Iceland,ISL,"Feb 8, 2020",0
Iceland,ISL,"Feb 9, 2020",0
Iceland,ISL,"Feb 10, 2020",0
Iceland,ISL,"Feb 11, 2020",0
Iceland,ISL,"Feb 12, 2020",0
Iceland,ISL,"Feb 13, 2020",0
Iceland,ISL,"Feb 14, 2020",0
Iceland,ISL,"Feb 15, 2020",0
Iceland,ISL,"Feb 16, 2020",0
Iceland,ISL,"Feb 17, 2020",0
Iceland,ISL,"Feb 18, 2020",0
Iceland,ISL,"Feb 19, 2020",0
Iceland,ISL,"Feb 20, 2020",0
Iceland,ISL,"Feb 21, 2020",0
Iceland,ISL,"Feb 22, 2020",0
Iceland,ISL,"Feb 23, 2020",0
Iceland,ISL,"Feb 24, 2020",0
Iceland,ISL,"Feb 25, 2020",0
Iceland,ISL,"Feb 26, 2020",0
Iceland,ISL,"Feb 27, 2020",0
Iceland,ISL,"Feb 28, 2020",0
Iceland,ISL,"Feb 29, 2020",1
Iceland,ISL,"Mar 1, 2020",0
Iceland,ISL,"Mar 2, 2020",2
Iceland,ISL,"Mar 3, 2020",3
Iceland,ISL,"Mar 4, 2020",10
Iceland,ISL,"Mar 5, 2020",10
Iceland,ISL,"Mar 6, 2020",9
Iceland,ISL,"Mar 7, 2020",8
Iceland,ISL,"Mar 8, 2020",10
Iceland,ISL,"Mar 9, 2020",2
Iceland,ISL,"Mar 10, 2020",10
Iceland,ISL,"Mar 11, 2020",5
Iceland,ISL,"Mar 12, 2020",15
Iceland,ISL,"Mar 13, 2020",32
Iceland,ISL,"Mar 14, 2020",0
Iceland,ISL,"Mar 15, 2020",21
Iceland,ISL,"Mar 16, 2020",40
Iceland,ISL,"Mar 17, 2020",21
Iceland,ISL,"Mar 18, 2020",48
Iceland,ISL,"Mar 19, 2020",3
Iceland,ISL,"Mar 20, 2020",80
Iceland,ISL,"Mar 21, 2020",79
Iceland,ISL,"Mar 22, 2020",64
Iceland,ISL,"Mar 23, 2020",95
Iceland,ISL,"Mar 24, 2020",20
Iceland,ISL,"Mar 25, 2020",60
Iceland,ISL,"Mar 26, 2020",89
Iceland,ISL,"Mar 27, 2020",65
Iceland,ISL,"Mar 28, 2020",88
Iceland,ISL,"Mar 29, 2020",73
Iceland,ISL,"Mar 30, 2020",57
Iceland,ISL,"Mar 31, 2020",66
Iceland,ISL,"Apr 1, 2020",49
Iceland,ISL,"Apr 2, 2020",85
Iceland,ISL,"Apr 3, 2020",99
Iceland,ISL,"Apr 4, 2020",45
Iceland,ISL,"Apr 5, 2020",53
Iceland,ISL,"Apr 6, 2020",69
Iceland,ISL,"Apr 7, 2020",76
Iceland,ISL,"Apr 8, 2020",24
Iceland,ISL,"Apr 9, 2020",30
Iceland,ISL,"Apr 10, 2020",32
Iceland,ISL,"Apr 11, 2020",27
Iceland,ISL,"Apr 12, 2020",14
Iceland,ISL,"Apr 13, 2020",12
Iceland,ISL,"Apr 14, 2020",10
Iceland,ISL,"Apr 15, 2020",9
Iceland,ISL,"Apr 16, 2020",7
Iceland,ISL,"Apr 17, 2020",12
Iceland,ISL,"Apr 18, 2020",15
Iceland,ISL,"Apr 19, 2020",6
Iceland,ISL,"Apr 20, 2020",11
Iceland,ISL,"Apr 21, 2020",2
Iceland,ISL,"Apr 22, 2020",5
Iceland,ISL,"Apr 23, 2020",7
Iceland,ISL,"Apr 24, 2020",4
Iceland,ISL,"Apr 25, 2020",0
Iceland,ISL,"Apr 26, 2020",1
Iceland,ISL,"Apr 27, 2020",2
Iceland,ISL,"Apr 28, 2020",0
Iceland,ISL,"Apr 29, 2020",3
Iceland,ISL,"Apr 30, 2020",2
Iceland,ISL,"May 1, 2020",0
Iceland,ISL,"May 2, 2020",1
Iceland,ISL,"May 3, 2020",0
Iceland,ISL,"May 4, 2020",1
Iceland,ISL,"May 5, 2020",0
Iceland,ISL,"May 6, 2020",0
Iceland,ISL,"May 7, 2020",0
Iceland,ISL,"May 8, 2020",2
Iceland,ISL,"May 9, 2020",0
Iceland,ISL,"May 10, 2020",0
Iceland,ISL,"May 11, 2020",0
Iceland,ISL,"May 12, 2020",0
Iceland,ISL,"May 13, 2020",0
Iceland,ISL,"May 14, 2020",1
Iceland,ISL,"May 15, 2020",0
Iceland,ISL,"May 16, 2020",0
Iceland,ISL,"May 17, 2020",0
Iceland,ISL,"May 18, 2020",0
Iceland,ISL,"May 19, 2020",0
Iceland,ISL,"May 20, 2020",0
Iceland,ISL,"May 21, 2020",1
Iceland,ISL,"May 22, 2020",0
Iceland,ISL,"May 23, 2020",0
Iceland,ISL,"May 24, 2020",1
Iceland,ISL,"May 25, 2020",0
Iceland,ISL,"May 26, 2020",0
Iceland,ISL,"May 27, 2020",0
Iceland,ISL,"May 28, 2020",1
Iceland,ISL,"May 29, 2020",0
Iceland,ISL,"May 30, 2020",0
Iceland,ISL,"May 31, 2020",1
Iceland,ISL,"Jun 1, 2020",0
Iceland,ISL,"Jun 2, 2020",0
Iceland,ISL,"Jun 3, 2020",0
Iceland,ISL,"Jun 4, 2020",0
Iceland,ISL,"Jun 5, 2020",0
Iceland,ISL,"Jun 6, 2020",0
Iceland,ISL,"Jun 7, 2020",0
Iceland,ISL,"Jun 8, 2020",1
Iceland,ISL,"Jun 9, 2020",0
Iceland,ISL,"Jun 10, 2020",0
Iceland,ISL,"Jun 11, 2020",0
Iceland,ISL,"Jun 12, 2020",0
Iceland,ISL,"Jun 13, 2020",0
Iceland,ISL,"Jun 14, 2020",1
Iceland,ISL,"Jun 15, 2020",2
India,IND,"Dec 31, 2019",0
India,IND,"Jan 1, 2020",0
India,IND,"Jan 2, 2020",0
India,IND,"Jan 3, 2020",0
India,IND,"Jan 4, 2020",0
India,IND,"Jan 5, 2020",0
India,IND,"Jan 6, 2020",0
India,IND,"Jan 7, 2020",0
India,IND,"Jan 8, 2020",0
India,IND,"Jan 9, 2020",0
India,IND,"Jan 10, 2020",0
India,IND,"Jan 11, 2020",0
India,IND,"Jan 12, 2020",0
India,IND,"Jan 13, 2020",0
India,IND,"Jan 14, 2020",0
India,IND,"Jan 15, 2020",0
India,IND,"Jan 16, 2020",0
India,IND,"Jan 17, 2020",0
India,IND,"Jan 18, 2020",0
India,IND,"Jan 19, 2020",0
India,IND,"Jan 20, 2020",0
India,IND,"Jan 21, 2020",0
India,IND,"Jan 22, 2020",0
India,IND,"Jan 23, 2020",0
India,IND,"Jan 24, 2020",0
India,IND,"Jan 25, 2020",0
India,IND,"Jan 26, 2020",0
India,IND,"Jan 27, 2020",0
India,IND,"Jan 28, 2020",0
India,IND,"Jan 29, 2020",0
India,IND,"Jan 30, 2020",1
India,IND,"Jan 31, 2020",0
India,IND,"Feb 1, 2020",0
India,IND,"Feb 2, 2020",1
India,IND,"Feb 3, 2020",0
India,IND,"Feb 4, 2020",1
India,IND,"Feb 5, 2020",0
India,IND,"Feb 6, 2020",0
India,IND,"Feb 7, 2020",0
India,IND,"Feb 8, 2020",0
India,IND,"Feb 9, 2020",0
India,IND,"Feb 10, 2020",0
India,IND,"Feb 11, 2020",0
India,IND,"Feb 12, 2020",0
India,IND,"Feb 13, 2020",0
India,IND,"Feb 14, 2020",0
India,IND,"Feb 15, 2020",0
India,IND,"Feb 16, 2020",0
India,IND,"Feb 17, 2020",0
India,IND,"Feb 18, 2020",0
India,IND,"Feb 19, 2020",0
India,IND,"Feb 20, 2020",0
India,IND,"Feb 21, 2020",0
India,IND,"Feb 22, 2020",0
India,IND,"Feb 23, 2020",0
India,IND,"Feb 24, 2020",0
India,IND,"Feb 25, 2020",0
India,IND,"Feb 26, 2020",0
India,IND,"Feb 27, 2020",0
India,IND,"Feb 28, 2020",0
India,IND,"Feb 29, 2020",0
India,IND,"Mar 1, 2020",0
India,IND,"Mar 2, 2020",0
India,IND,"Mar 3, 2020",2
India,IND,"Mar 4, 2020",1
India,IND,"Mar 5, 2020",22
India,IND,"Mar 6, 2020",1
India,IND,"Mar 7, 2020",2
India,IND,"Mar 8, 2020",3
India,IND,"Mar 10, 2020",10
India,IND,"Mar 11, 2020",6
India,IND,"Mar 12, 2020",23
India,IND,"Mar 13, 2020",2
India,IND,"Mar 14, 2020",8
India,IND,"Mar 15, 2020",7
India,IND,"Mar 16, 2020",3
India,IND,"Mar 17, 2020",32
India,IND,"Mar 18, 2020",12
India,IND,"Mar 19, 2020",28
India,IND,"Mar 20, 2020",26
India,IND,"Mar 21, 2020",40
India,IND,"Mar 22, 2020",89
India,IND,"Mar 23, 2020",119
India,IND,"Mar 24, 2020",53
India,IND,"Mar 25, 2020",70
India,IND,"Mar 26, 2020",87
India,IND,"Mar 27, 2020",75
India,IND,"Mar 28, 2020",149
India,IND,"Mar 29, 2020",106
India,IND,"Mar 30, 2020",92
India,IND,"Mar 31, 2020",180
India,IND,"Apr 1, 2020",146
India,IND,"Apr 2, 2020",568
India,IND,"Apr 3, 2020",336
India,IND,"Apr 4, 2020",601
India,IND,"Apr 5, 2020",472
India,IND,"Apr 6, 2020",693
India,IND,"Apr 7, 2020",354
India,IND,"Apr 8, 2020",773
India,IND,"Apr 9, 2020",540
India,IND,"Apr 10, 2020",678
India,IND,"Apr 11, 2020",1035
India,IND,"Apr 12, 2020",909
India,IND,"Apr 13, 2020",796
India,IND,"Apr 14, 2020",1211
India,IND,"Apr 15, 2020",1075
India,IND,"Apr 16, 2020",942
India,IND,"Apr 17, 2020",1007
India,IND,"Apr 18, 2020",991
India,IND,"Apr 19, 2020",1334
India,IND,"Apr 20, 2020",1553
India,IND,"Apr 21, 2020",1335
India,IND,"Apr 22, 2020",1384
India,IND,"Apr 23, 2020",1409
India,IND,"Apr 24, 2020",1684
India,IND,"Apr 25, 2020",1429
India,IND,"Apr 26, 2020",1990
India,IND,"Apr 27, 2020",1396
India,IND,"Apr 28, 2020",1543
India,IND,"Apr 29, 2020",1897
India,IND,"Apr 30, 2020",1718
India,IND,"May 1, 2020",1993
India,IND,"May 2, 2020",2293
India,IND,"May 3, 2020",2644
India,IND,"May 4, 2020",2553
India,IND,"May 5, 2020",3900
India,IND,"May 6, 2020",2958
India,IND,"May 7, 2020",3561
India,IND,"May 8, 2020",3390
India,IND,"May 9, 2020",3320
India,IND,"May 10, 2020",3277
India,IND,"May 11, 2020",4213
India,IND,"May 12, 2020",3604
India,IND,"May 13, 2020",3525
India,IND,"May 14, 2020",3722
India,IND,"May 15, 2020",3967
India,IND,"May 16, 2020",3970
India,IND,"May 17, 2020",4987
India,IND,"May 18, 2020",5242
India,IND,"May 19, 2020",4970
India,IND,"May 20, 2020",5611
India,IND,"May 21, 2020",5609
India,IND,"May 22, 2020",6088
India,IND,"May 23, 2020",6654
India,IND,"May 24, 2020",6767
India,IND,"May 25, 2020",6977
India,IND,"May 26, 2020",6535
India,IND,"May 27, 2020",6387
India,IND,"May 28, 2020",6566
India,IND,"May 29, 2020",7466
India,IND,"May 30, 2020",7964
India,IND,"May 31, 2020",8380
India,IND,"Jun 1, 2020",8392
India,IND,"Jun 2, 2020",8171
India,IND,"Jun 3, 2020",8909
India,IND,"Jun 4, 2020",9304
India,IND,"Jun 5, 2020",9851
India,IND,"Jun 6, 2020",9887
India,IND,"Jun 7, 2020",9971
India,IND,"Jun 8, 2020",9983
India,IND,"Jun 9, 2020",9987
India,IND,"Jun 10, 2020",9985
India,IND,"Jun 11, 2020",9996
India,IND,"Jun 12, 2020",10956
India,IND,"Jun 13, 2020",11458
India,IND,"Jun 14, 2020",11929
India,IND,"Jun 15, 2020",11502
Indonesia,IDN,"Dec 31, 2019",0
Indonesia,IDN,"Jan 1, 2020",0
Indonesia,IDN,"Jan 2, 2020",0
Indonesia,IDN,"Jan 3, 2020",0
Indonesia,IDN,"Jan 4, 2020",0
Indonesia,IDN,"Jan 5, 2020",0
Indonesia,IDN,"Jan 6, 2020",0
Indonesia,IDN,"Jan 7, 2020",0
Indonesia,IDN,"Jan 8, 2020",0
Indonesia,IDN,"Jan 9, 2020",0
Indonesia,IDN,"Jan 10, 2020",0
Indonesia,IDN,"Jan 11, 2020",0
Indonesia,IDN,"Jan 12, 2020",0
Indonesia,IDN,"Jan 13, 2020",0
Indonesia,IDN,"Jan 14, 2020",0
Indonesia,IDN,"Jan 15, 2020",0
Indonesia,IDN,"Jan 16, 2020",0
Indonesia,IDN,"Jan 17, 2020",0
Indonesia,IDN,"Jan 18, 2020",0
Indonesia,IDN,"Jan 19, 2020",0
Indonesia,IDN,"Jan 20, 2020",0
Indonesia,IDN,"Jan 21, 2020",0
Indonesia,IDN,"Jan 22, 2020",0
Indonesia,IDN,"Jan 23, 2020",0
Indonesia,IDN,"Jan 24, 2020",0
Indonesia,IDN,"Jan 25, 2020",0
Indonesia,IDN,"Jan 26, 2020",0
Indonesia,IDN,"Jan 27, 2020",0
Indonesia,IDN,"Jan 28, 2020",0
Indonesia,IDN,"Jan 29, 2020",0
Indonesia,IDN,"Jan 30, 2020",0
Indonesia,IDN,"Jan 31, 2020",0
Indonesia,IDN,"Feb 1, 2020",0
Indonesia,IDN,"Feb 2, 2020",0
Indonesia,IDN,"Feb 3, 2020",0
Indonesia,IDN,"Feb 4, 2020",0
Indonesia,IDN,"Feb 5, 2020",0
Indonesia,IDN,"Feb 6, 2020",0
Indonesia,IDN,"Feb 7, 2020",0
Indonesia,IDN,"Feb 8, 2020",0
Indonesia,IDN,"Feb 9, 2020",0
Indonesia,IDN,"Feb 10, 2020",0
Indonesia,IDN,"Feb 11, 2020",0
Indonesia,IDN,"Feb 12, 2020",0
Indonesia,IDN,"Feb 13, 2020",0
Indonesia,IDN,"Feb 14, 2020",0
Indonesia,IDN,"Feb 15, 2020",0
Indonesia,IDN,"Feb 16, 2020",0
Indonesia,IDN,"Feb 17, 2020",0
Indonesia,IDN,"Feb 18, 2020",0
Indonesia,IDN,"Feb 19, 2020",0
Indonesia,IDN,"Feb 20, 2020",0
Indonesia,IDN,"Feb 21, 2020",0
Indonesia,IDN,"Feb 22, 2020",0
Indonesia,IDN,"Feb 23, 2020",0
Indonesia,IDN,"Feb 24, 2020",0
Indonesia,IDN,"Feb 25, 2020",0
Indonesia,IDN,"Feb 26, 2020",0
Indonesia,IDN,"Feb 27, 2020",0
Indonesia,IDN,"Feb 28, 2020",0
Indonesia,IDN,"Feb 29, 2020",0
Indonesia,IDN,"Mar 1, 2020",0
Indonesia,IDN,"Mar 2, 2020",2
Indonesia,IDN,"Mar 7, 2020",2
Indonesia,IDN,"Mar 9, 2020",2
Indonesia,IDN,"Mar 11, 2020",13
Indonesia,IDN,"Mar 12, 2020",15
Indonesia,IDN,"Mar 14, 2020",35
Indonesia,IDN,"Mar 15, 2020",27
Indonesia,IDN,"Mar 16, 2020",21
Indonesia,IDN,"Mar 17, 2020",17
Indonesia,IDN,"Mar 18, 2020",38
Indonesia,IDN,"Mar 19, 2020",0
Indonesia,IDN,"Mar 20, 2020",55
Indonesia,IDN,"Mar 21, 2020",82
Indonesia,IDN,"Mar 22, 2020",141
Indonesia,IDN,"Mar 23, 2020",64
Indonesia,IDN,"Mar 24, 2020",65
Indonesia,IDN,"Mar 25, 2020",107
Indonesia,IDN,"Mar 26, 2020",104
Indonesia,IDN,"Mar 27, 2020",103
Indonesia,IDN,"Mar 28, 2020",153
Indonesia,IDN,"Mar 29, 2020",109
Indonesia,IDN,"Mar 30, 2020",130
Indonesia,IDN,"Mar 31, 2020",129
Indonesia,IDN,"Apr 1, 2020",114
Indonesia,IDN,"Apr 2, 2020",149
Indonesia,IDN,"Apr 3, 2020",113
Indonesia,IDN,"Apr 4, 2020",196
Indonesia,IDN,"Apr 5, 2020",106
Indonesia,IDN,"Apr 6, 2020",181
Indonesia,IDN,"Apr 7, 2020",218
Indonesia,IDN,"Apr 8, 2020",247
Indonesia,IDN,"Apr 9, 2020",218
Indonesia,IDN,"Apr 10, 2020",337
Indonesia,IDN,"Apr 11, 2020",219
Indonesia,IDN,"Apr 12, 2020",330
Indonesia,IDN,"Apr 13, 2020",399
Indonesia,IDN,"Apr 14, 2020",316
Indonesia,IDN,"Apr 15, 2020",282
Indonesia,IDN,"Apr 16, 2020",297
Indonesia,IDN,"Apr 17, 2020",380
Indonesia,IDN,"Apr 18, 2020",407
Indonesia,IDN,"Apr 19, 2020",325
Indonesia,IDN,"Apr 20, 2020",327
Indonesia,IDN,"Apr 21, 2020",185
Indonesia,IDN,"Apr 22, 2020",375
Indonesia,IDN,"Apr 23, 2020",283
Indonesia,IDN,"Apr 24, 2020",357
Indonesia,IDN,"Apr 25, 2020",436
Indonesia,IDN,"Apr 26, 2020",396
Indonesia,IDN,"Apr 27, 2020",275
Indonesia,IDN,"Apr 28, 2020",214
Indonesia,IDN,"Apr 29, 2020",415
Indonesia,IDN,"Apr 30, 2020",260
Indonesia,IDN,"May 1, 2020",347
Indonesia,IDN,"May 2, 2020",433
Indonesia,IDN,"May 3, 2020",292
Indonesia,IDN,"May 4, 2020",349
Indonesia,IDN,"May 5, 2020",395
Indonesia,IDN,"May 6, 2020",484
Indonesia,IDN,"May 7, 2020",367
Indonesia,IDN,"May 8, 2020",338
Indonesia,IDN,"May 9, 2020",336
Indonesia,IDN,"May 10, 2020",533
Indonesia,IDN,"May 11, 2020",387
Indonesia,IDN,"May 12, 2020",233
Indonesia,IDN,"May 13, 2020",484
Indonesia,IDN,"May 14, 2020",689
Indonesia,IDN,"May 15, 2020",568
Indonesia,IDN,"May 16, 2020",490
Indonesia,IDN,"May 17, 2020",529
Indonesia,IDN,"May 18, 2020",489
Indonesia,IDN,"May 19, 2020",496
Indonesia,IDN,"May 20, 2020",486
Indonesia,IDN,"May 21, 2020",693
Indonesia,IDN,"May 22, 2020",973
Indonesia,IDN,"May 23, 2020",634
Indonesia,IDN,"May 24, 2020",949
Indonesia,IDN,"May 25, 2020",526
Indonesia,IDN,"May 26, 2020",479
Indonesia,IDN,"May 27, 2020",415
Indonesia,IDN,"May 28, 2020",686
Indonesia,IDN,"May 29, 2020",687
Indonesia,IDN,"May 30, 2020",678
Indonesia,IDN,"May 31, 2020",557
Indonesia,IDN,"Jun 1, 2020",700
Indonesia,IDN,"Jun 2, 2020",467
Indonesia,IDN,"Jun 3, 2020",609
Indonesia,IDN,"Jun 4, 2020",684
Indonesia,IDN,"Jun 5, 2020",585
Indonesia,IDN,"Jun 6, 2020",703
Indonesia,IDN,"Jun 7, 2020",993
Indonesia,IDN,"Jun 8, 2020",672
Indonesia,IDN,"Jun 9, 2020",847
Indonesia,IDN,"Jun 10, 2020",1043
Indonesia,IDN,"Jun 11, 2020",1240
Indonesia,IDN,"Jun 12, 2020",979
Indonesia,IDN,"Jun 13, 2020",1111
Indonesia,IDN,"Jun 14, 2020",1014
Indonesia,IDN,"Jun 15, 2020",857
International,,"Dec 31, 2019",0
International,,"Jan 1, 2020",0
International,,"Jan 2, 2020",0
International,,"Jan 3, 2020",0
International,,"Jan 4, 2020",0
International,,"Jan 5, 2020",0
International,,"Jan 6, 2020",0
International,,"Jan 7, 2020",0
International,,"Jan 8, 2020",0
International,,"Jan 9, 2020",0
International,,"Jan 10, 2020",0
International,,"Jan 11, 2020",0
International,,"Jan 12, 2020",0
International,,"Jan 13, 2020",0
International,,"Jan 14, 2020",0
International,,"Jan 15, 2020",0
International,,"Jan 16, 2020",0
International,,"Jan 17, 2020",0
International,,"Jan 18, 2020",0
International,,"Jan 19, 2020",0
International,,"Jan 20, 2020",0
International,,"Jan 21, 2020",0
International,,"Jan 22, 2020",0
International,,"Jan 23, 2020",0
International,,"Jan 24, 2020",0
International,,"Jan 25, 2020",0
International,,"Jan 26, 2020",0
International,,"Jan 27, 2020",0
International,,"Jan 28, 2020",0
International,,"Jan 29, 2020",0
International,,"Jan 30, 2020",0
International,,"Jan 31, 2020",0
International,,"Feb 1, 2020",0
International,,"Feb 2, 2020",0
International,,"Feb 3, 2020",0
International,,"Feb 4, 2020",0
International,,"Feb 5, 2020",10
International,,"Feb 6, 2020",10
International,,"Feb 7, 2020",41
International,,"Feb 8, 2020",3
International,,"Feb 9, 2020",0
International,,"Feb 10, 2020",6
International,,"Feb 11, 2020",65
International,,"Feb 12, 2020",39
International,,"Feb 13, 2020",0
International,,"Feb 14, 2020",47
International,,"Feb 15, 2020",0
International,,"Feb 16, 2020",134
International,,"Feb 17, 2020",0
International,,"Feb 18, 2020",99
International,,"Feb 19, 2020",88
International,,"Feb 20, 2020",79
International,,"Feb 21, 2020",13
International,,"Feb 22, 2020",0
International,,"Feb 23, 2020",0
International,,"Feb 24, 2020",57
International,,"Feb 25, 2020",0
International,,"Feb 26, 2020",0
International,,"Feb 27, 2020",14
International,,"Feb 28, 2020",0
International,,"Feb 29, 2020",0
International,,"Mar 1, 2020",0
International,,"Mar 2, 2020",0
International,,"Mar 10, 2020",-9
Iran,IRN,"Dec 31, 2019",0
Iran,IRN,"Jan 1, 2020",0
Iran,IRN,"Jan 2, 2020",0
Iran,IRN,"Jan 3, 2020",0
Iran,IRN,"Jan 4, 2020",0
Iran,IRN,"Jan 5, 2020",0
Iran,IRN,"Jan 6, 2020",0
Iran,IRN,"Jan 7, 2020",0
Iran,IRN,"Jan 8, 2020",0
Iran,IRN,"Jan 9, 2020",0
Iran,IRN,"Jan 10, 2020",0
Iran,IRN,"Jan 11, 2020",0
Iran,IRN,"Jan 12, 2020",0
Iran,IRN,"Jan 13, 2020",0
Iran,IRN,"Jan 14, 2020",0
