Username,Timestamp,location,device
himashatw,2020-07-16 06:13:00+00:00,Srilanka,Bot
juheb_gavandi,2020-07-16 06:13:00+00:00,"Navi Mumbai, India",Android
baearry,2020-07-16 06:13:00+00:00,San Luis Obispo ,iPhone
crickashish217,2020-07-16 06:13:01+00:00,India,Android
JxtApos_ed,2020-07-16 06:13:01+00:00,Pan's Labyrinth,Android
LetsGoBackToWCW,2020-07-16 06:13:01+00:00,"New York, NY",Android
help_delhi,2020-07-16 06:13:01+00:00,,Android
JanPattersonRN,2020-07-16 06:13:01+00:00,"Cotati, CA, USA",Mobile device
divas_ranjan,2020-07-16 06:13:02+00:00,"New Delhi, Delhi",Android
saraf_pankaj,2020-07-16 06:12:59+00:00,"Pune, India",Android
abeansie,2020-07-16 06:13:02+00:00,,iPhone
ats_sarkar,2020-07-16 06:13:02+00:00,Mumbai,Mobile device
Brommmietze,2020-07-16 06:13:03+00:00,I wish I knew,iPhone
SergePoirier,2020-07-16 06:13:03+00:00,Gatinau,Android
RecoveryCymru,2020-07-16 06:13:03+00:00,"Cardiff & Vale of Glam, Wales",iPhone
voiceofmedia1,2020-07-16 06:13:04+00:00,"New Delhi, India",Mobile device
mktranslates,2020-07-16 06:13:05+00:00,Worldwide,Android
Intisarwiw,2020-07-16 06:13:05+00:00,"London, England",iPhone
WonyungH,2020-07-16 06:13:05+00:00,,Android
Atlantiso1,2020-07-16 06:13:05+00:00,"Virginia, USA",Mobile device
salskibe,2020-07-16 06:13:05+00:00,,iPhone
Murphmort,2020-07-16 06:13:06+00:00,,iPhone
clive_uttley,2020-07-16 06:13:07+00:00,"Liverpool, England",Android
BedrockTyre,2020-07-16 06:13:08+00:00,"Mumbai, Maharashtra",Instagram
xiangweichia1,2020-07-16 06:13:10+00:00,"Johor Bahru, Johor",Mobile device
MohanKeelu,2020-07-16 06:13:11+00:00,"Doha, Qatar",Android
RayannaNaomi,2020-07-16 06:13:11+00:00,,iPhone
kpkumar1084,2020-07-16 06:13:11+00:00,"Tamil Nadu, India",Android
rdelriodaher,2020-07-16 06:13:12+00:00,,Mobile device
mingchengcn,2020-07-16 06:13:12+00:00,Singapore,Mobile device
loiner23,2020-07-16 06:13:12+00:00,leeds,Android
ja2er,2020-07-16 06:13:13+00:00,Basque Country,iPhone
KeaMotlokwa,2020-07-16 06:13:13+00:00,South Africa,iPhone
CvVenkatraman,2020-07-16 06:13:13+00:00,"मुंबई, भारत",Android
GOTHARDDANIEL,2020-07-16 06:13:13+00:00,"Oxford, England",Android
rstatstweet,2020-07-16 06:13:13+00:00,,-
MorigaonN,2020-07-16 06:13:14+00:00,,Android
Lovewins7777777,2020-07-16 06:13:14+00:00,,iPad
CellularMedici2,2020-07-16 06:13:14+00:00,,Mobile device
C_h_e_e_t_a,2020-07-16 06:13:14+00:00,,Mobile device
emmandoch,2020-07-16 06:13:14+00:00,Mississauga Ontario,Mobile device
chinafrica1,2020-07-16 06:13:14+00:00,Worldwide,Mobile device
Monica241278904,2020-07-16 06:13:15+00:00,,Android
theresamax,2020-07-16 06:13:15+00:00,,iPhone
MalawiUNICEF,2020-07-16 06:13:15+00:00,Malawi,Mobile device
ugach_kahitarii,2020-07-16 06:13:16+00:00,"Nagpur,India",Mobile device
CydaAu,2020-07-16 06:13:16+00:00,Australia,iPhone
AngelaKrebs444,2020-07-16 06:13:16+00:00,"Las Vegas, NV",Android
EileenC96245740,2020-07-16 06:13:17+00:00,,Mobile device
PhpFsd,2020-07-16 06:13:17+00:00,"Lyallpur, Pakistan",Android
DonnaFryer5,2020-07-16 06:13:18+00:00,North Yorkshire ,Android
HeWHOHatesGates,2020-07-16 06:13:18+00:00,"British Columbia, Canada",Mobile device
Michael10503003,2020-07-16 06:13:18+00:00,"Mars, outer space",iPhone
Piglets4mum,2020-07-16 06:13:18+00:00,,iPhone
kiff856,2020-07-16 06:13:19+00:00,हिन्दू राष्ट्र ,Android
dw8nWAAKO8m3apn,2020-07-16 06:13:19+00:00,Siwan,Android
BookJo,2020-07-16 06:13:19+00:00,,iPad
JAConno,2020-07-16 06:13:20+00:00,,iPad
adil_rajkaran,2020-07-16 06:13:20+00:00,Johannesburg 🇿🇦,Android
GaviSeth,2020-07-16 06:13:21+00:00,"Geneva, Switzerland",iPad
WomenDonorsOz,2020-07-16 06:13:21+00:00,Melbourne,-
LeratoRamaphoko,2020-07-16 06:13:22+00:00,Pretoria ,iPhone
sunnirinker,2020-07-16 06:13:22+00:00,United States,Android
terrynotteresa,2020-07-16 06:13:23+00:00,,Mobile device
RegretaGarbo,2020-07-16 06:13:23+00:00,Seattle,iPhone
NVBats,2020-07-16 06:13:23+00:00,"Nevada, USA",Android
TeaParty925,2020-07-16 06:13:24+00:00,California,Android
gene5335,2020-07-16 06:13:24+00:00,"Iowa, USA",iPad
RemovAntichrist,2020-07-16 06:13:24+00:00,"Michigan, USA",iPhone
FlagstaffPeter,2020-07-16 06:13:24+00:00,"Flagstaff, AZ",iPhone
AnitaRHancock1,2020-07-16 06:13:24+00:00,,iPhone
AECTUIT,2020-07-16 06:13:24+00:00,España,Mobile device
nistula,2020-07-16 06:13:24+00:00,"New Delhi, India",iPhone
techradiottt,2020-07-16 06:13:25+00:00,,Android
68Sunshine86,2020-07-16 06:13:25+00:00,Great USA! Beautiful mts SW VA,Mobile device
a_fumiko,2020-07-16 06:13:25+00:00,,Android
JunkerEleven,2020-07-16 06:13:25+00:00,"Oregon, USA",iPhone
ChloeFremantle,2020-07-16 06:13:25+00:00,London,iPhone
jimmyhiggs337,2020-07-16 06:13:25+00:00,United States,Android
aburgher,2020-07-16 06:13:26+00:00,"Daytona Beach, FL",iPhone
raisedbythe6,2020-07-16 06:13:26+00:00,,Mobile device
wisenaive,2020-07-16 06:13:26+00:00,,Android
phendricks71,2020-07-16 06:13:26+00:00,,Android
shy_ferg,2020-07-16 06:13:27+00:00,United States,Android
lano1221,2020-07-16 06:13:27+00:00,,iPhone
coconuthead227,2020-07-16 06:13:27+00:00,,iPhone
Cherry_Bunny13,2020-07-16 06:13:27+00:00,United States,Android
JazzAmbiong,2020-07-16 06:13:27+00:00,Republic of the Philippines,iPhone
LeenaKSAN,2020-07-16 06:13:28+00:00,KSAN/WOCAD The NGO of 2015-16-,iPhone
ESBGOU,2020-07-16 06:13:28+00:00,,iPhone
samjoshi,2020-07-16 06:13:29+00:00,,-
Michael10503003,2020-07-16 06:13:29+00:00,"Mars, outer space",iPhone
stillawake,2020-07-16 06:13:29+00:00,"Bristol, UK",iPhone
FukuShi71627791,2020-07-16 06:13:29+00:00,,iPad
Natalie91231732,2020-07-16 06:13:29+00:00,,iPad
bharath_redddy,2020-07-16 06:13:30+00:00,"Ibrahimpatan, India",iPhone
Rohit07839283,2020-07-16 06:13:30+00:00,,Android
SamDe1023,2020-07-16 06:13:30+00:00,,iPhone
Papatya52603213,2020-07-16 06:13:31+00:00,Germany,Mobile device
RiteshS13570505,2020-07-16 06:13:31+00:00,,Android
CorryHinckley,2020-07-16 06:13:31+00:00,"Portland, OR",Android
htTweets,2020-07-16 06:13:32+00:00,India,-
Anand_Journ,2020-07-16 06:13:32+00:00,"New Delhi, Gaya, Bhojpur (Ara)",Mobile device
JuliaRo49789896,2020-07-16 06:13:32+00:00,,iPhone
Manu07722076,2020-07-16 06:13:32+00:00,,Android
Mr22Marco,2020-07-16 06:13:32+00:00,,iPhone
safeagain1,2020-07-16 06:13:32+00:00,,Mobile device
furbehrrr,2020-07-16 06:13:32+00:00,"Dallas, TX. 75219",Mobile device
STEM2Crisis,2020-07-16 06:13:32+00:00,Pro=UK-EU-Af-Amz-Ind-Ja-AuNzUS,Mobile device
Suburbanmom37,2020-07-16 06:13:33+00:00,USA,iPad
inperea,2020-07-16 06:13:33+00:00,,iPhone
sayre_dorell,2020-07-16 06:13:33+00:00,"Olympia, WA",Android
BoycottsBat,2020-07-16 06:13:33+00:00,Over there . . .,Android
Nthabs_Kganyago,2020-07-16 06:13:34+00:00,South Africa,Android
WomenDonorsOz,2020-07-16 06:13:34+00:00,Melbourne,-
sebgaitan,2020-07-16 06:13:34+00:00,Guatemala,Android
spantrans1,2020-07-16 06:13:34+00:00,UK/ Reino Unido,Android
tmabe1001,2020-07-16 06:13:35+00:00,,iPhone
NewsThaivisa,2020-07-16 06:13:34+00:00,Thailand,-
msegal610,2020-07-16 06:13:35+00:00,,iPhone
ChinafricaMag,2020-07-16 06:13:35+00:00,,Mobile device
clarke_ali,2020-07-16 06:13:35+00:00,"Dunedin/Ōtepoti, New Zealand",iPad
jkebeans,2020-07-16 06:13:36+00:00,Seattle,Mobile device
AIReDaily,2020-07-16 06:13:36+00:00,Singapore,-
RickZeller6,2020-07-16 06:13:37+00:00,,iPhone
monicavongaza,2020-07-16 06:13:37+00:00,,Android
Swalala17413415,2020-07-16 06:13:37+00:00,,Android
blkpasz,2020-07-16 06:13:37+00:00,"Louisville, Ky",iPhone
truapostle,2020-07-16 06:13:38+00:00,Central Texas,Mobile device
NCDCgov,2020-07-16 06:13:38+00:00,"Abuja, Nigeria",iPhone
Queensimran4,2020-07-16 06:13:38+00:00,,Android
NANDAKU88064039,2020-07-16 06:13:38+00:00,Chennai,Android
Rteefact,2020-07-16 06:13:39+00:00,Northern Hemisphere,Mobile device
Miss_EmmaMae,2020-07-16 06:13:39+00:00,,Mobile device
smileplease7505,2020-07-16 06:13:39+00:00,,iPhone
kiana25581993,2020-07-16 06:13:39+00:00,,iPhone
Bharath_Kumar_M,2020-07-16 06:13:39+00:00,"Hyderabad, India",Android
AdeolaJaz,2020-07-16 06:13:40+00:00,,Android
jackedrazz66,2020-07-16 06:13:40+00:00,,Android
Mindlessrobot37,2020-07-16 06:13:40+00:00,Toronto,Mobile device
DFKennedy,2020-07-16 06:13:40+00:00,"Melbourne, Victoria",Mobile device
radar_below,2020-07-16 06:13:40+00:00,,iPhone
DrDayaSharma,2020-07-16 06:13:40+00:00,"Sydney, NSW, Australia",iPhone
EricNK58,2020-07-16 06:13:41+00:00,"Kalamazoo, MI",Mobile device
itsssim0ne,2020-07-16 06:13:41+00:00,,iPhone
FOBAnantnag,2020-07-16 06:13:41+00:00,"Srinagar,J&K",Mobile device
frigopons,2020-07-16 06:13:41+00:00,,iPhone
sk_gupta8,2020-07-16 06:13:43+00:00,,Android
udumbliberal,2020-07-16 06:13:43+00:00,,Mobile device
SantanuItis,2020-07-16 06:13:43+00:00,"Kolkata, India",Android
Mr22Marco,2020-07-16 06:13:44+00:00,,iPhone
pritchard566,2020-07-16 06:13:44+00:00,,Android
AbbanyawYaw,2020-07-16 06:13:44+00:00,"Accra, Ghana",iPhone
frogprnzss,2020-07-16 06:13:44+00:00,,iPhone
MyPupVoted,2020-07-16 06:13:44+00:00,"Los Angeles, CA",Mobile device
HenryDeLozier,2020-07-16 06:13:45+00:00,Insight | Strategy | Success,iPhone
agedcarecrisis,2020-07-16 06:13:45+00:00,Australia,-
Dawson19G,2020-07-16 06:13:45+00:00,"Aberdeen, Scotland",iPhone
Eamon0303,2020-07-16 06:13:45+00:00,,iPad
Khanam70237039,2020-07-16 06:13:45+00:00,,Android
Markcra72819736,2020-07-16 06:13:45+00:00,,Mobile device
jagya1982,2020-07-16 06:13:45+00:00,India,Mobile device
nomoles83436718,2020-07-16 06:13:45+00:00,l'infern,Android
Frankie79268180,2020-07-16 06:13:46+00:00,U.S.A.,iPhone
MattGargan,2020-07-16 06:13:46+00:00,Palestine ,Mobile device
Rumzada,2020-07-16 06:13:46+00:00,"Baku, Azerbaijan",Android
drewskilee7,2020-07-16 06:13:46+00:00,PA,Mobile device
djsasmusic,2020-07-16 06:13:47+00:00,"Atlanta, GA",Android
Believe_N_USA,2020-07-16 06:13:47+00:00,U.S.A.,iPhone
jjpearso64,2020-07-16 06:13:47+00:00,,Android
AsadLonePhD,2020-07-16 06:13:47+00:00,Canada,iPhone
TM0_AFC,2020-07-16 06:13:47+00:00,திருநெல்வேலி,Android
vicvaiana,2020-07-16 06:13:47+00:00,"Queens, NY",Android
Kabelo_Moagi,2020-07-16 06:13:48+00:00,"JHB, South Africa 🇿🇦",Android
BenzSibiya,2020-07-16 06:13:48+00:00,"Nelspruit, South Africa",Android
CLT1996,2020-07-16 06:13:48+00:00,Upstate NY,iPhone
BAMongana,2020-07-16 06:13:48+00:00,Messina,Mobile device
pksharma85,2020-07-16 06:13:48+00:00,"New Delhi, India",Mobile device
SaintDominic13,2020-07-16 06:13:48+00:00,United States,iPhone
MarkBWeintraub,2020-07-16 06:13:49+00:00,"Oregon, USA",iPhone
olioo_me,2020-07-16 06:13:48+00:00,,Mobile device
DerrickDimla,2020-07-16 06:13:49+00:00,,iPhone
kgajithmenon,2020-07-16 06:13:49+00:00,cochin,Mobile device
RatneswarDaima3,2020-07-16 06:13:49+00:00,,Android
ghufranne,2020-07-16 06:13:49+00:00,,Android
CCCU_PH,2020-07-16 06:13:49+00:00,"Canterbury, England",iPhone
Goodixlady,2020-07-16 06:13:49+00:00,Kiribati,Android
JAConno,2020-07-16 06:13:50+00:00,,iPad
RahulTavar_,2020-07-16 06:13:50+00:00,राष्ट्रीय राजधानी क्षेत्र,Android
asoverignsoul,2020-07-16 06:13:50+00:00,,Mobile device
DoreenHunns,2020-07-16 06:13:50+00:00,,iPhone
Manikdutt_,2020-07-16 06:13:51+00:00,Jammu And Kashmir,iPhone
oakaged22,2020-07-16 06:13:51+00:00,"Chicago, IL",iPad
Shitstorm2019,2020-07-16 06:13:52+00:00,,iPad
aparanjape,2020-07-16 06:13:52+00:00,"Pune, India",Mobile device
plpolitics,2020-07-16 06:13:52+00:00,"Pasadena, CA",iPhone
Bigeyed_bee,2020-07-16 06:13:53+00:00,Kenya,iPhone
SerahKatusia,2020-07-16 06:13:53+00:00,"Mediacom-WPP Scangroup, Africa",iPhone
Auwal_online,2020-07-16 06:13:53+00:00,"Sokoto, Nigeria",Android
cherylmdgn,2020-07-16 06:13:53+00:00,"Minnesota, USA",iPhone
dieseldavies,2020-07-16 06:13:54+00:00,"Vancouver, British Columbia",iPhone
hello_nathaniel,2020-07-16 06:13:54+00:00,I don't know,iPhone
CarolineSUSPEN,2020-07-16 06:13:54+00:00,,Android
Chelleld16,2020-07-16 06:13:54+00:00,,Mobile device
lilredandy,2020-07-16 06:13:55+00:00,"Melbourne, Victoria",iPhone
JulieMenet,2020-07-16 06:13:55+00:00,,iPhone
andyoval,2020-07-16 06:13:55+00:00,London,Android
lungsatwork,2020-07-16 06:13:55+00:00,"London, UK",Android
thegansen,2020-07-16 06:28:27+00:00,"Sunset Strip, Los Angeles",iPhone
Hunny_diva,2020-07-16 06:28:28+00:00,Vancouver Canada,iPhone
newaz_tameem,2020-07-16 06:28:28+00:00,,-
RajeevKamalKuma,2020-07-16 06:28:28+00:00,"Patna, India",Mobile device
newaz_tameem,2020-07-16 06:28:28+00:00,,-
RachelleFriedm2,2020-07-16 06:28:29+00:00,Both coasts,Mobile device
l1ght3n,2020-07-16 06:28:30+00:00,Malaysia,Mobile device
CaroleS54218418,2020-07-16 06:28:30+00:00,"Sacramento, CA",Android
FinancialXpress,2020-07-16 06:28:30+00:00,"New Delhi, India",Mobile device
BoltzIdea,2020-07-16 06:28:31+00:00,India🇮🇳,Mobile device
jj4dancing,2020-07-16 06:28:31+00:00,"Kentucky, USA",iPhone
TorresR17,2020-07-16 06:28:31+00:00,,Android
ssamplern,2020-07-16 06:28:31+00:00,"California, USA",Android
SanFer1234,2020-07-16 06:28:32+00:00,Luxembourg,Mobile device
Damn_Bitch93,2020-07-16 06:28:32+00:00,,iPhone
eljoh1,2020-07-16 06:28:32+00:00,Bay Area,iPhone
Lleahilly,2020-07-16 06:28:32+00:00,United States,iPhone
BakwasRadio,2020-07-16 06:28:33+00:00,New Delhi/Kanpur,Android
nubianlocz,2020-07-16 06:28:33+00:00,Unceded Musqueam Territory,iPhone
pr0gressivist,2020-07-16 06:28:33+00:00,,iPad
sanjaysindhi65,2020-07-16 06:28:34+00:00,Mithi تہرپارکر,Android
OdishaJubaSakti,2020-07-16 06:28:34+00:00,India,Android
LaurentiusBoman,2020-07-16 06:28:34+00:00,,Mobile device
shazsyd,2020-07-16 06:28:35+00:00,Sydney Australia,Android
DanielN61841575,2020-07-16 06:28:35+00:00,Huku Area Tu,Android
DDIndialive,2020-07-16 06:28:35+00:00,"New Delhi, India",Mobile device
eight_ender8888,2020-07-16 06:28:35+00:00,,iPad
IamJm92557679,2020-07-16 06:28:36+00:00,,Android
sarbjeetjohal,2020-07-16 06:28:36+00:00,"San Francisco, CA",iPhone
pacaschera,2020-07-16 06:28:36+00:00,Moscow,-
k6rocks,2020-07-16 06:28:36+00:00,,iPhone
UNSomalia,2020-07-16 06:28:37+00:00,Somalia,Mobile device
PetiteGravity,2020-07-16 06:28:37+00:00,U.S.A,Mobile device
nena_letete,2020-07-16 06:28:37+00:00,"Pretoria , South Africa ",iPhone
nitinsoni1979,2020-07-16 06:28:37+00:00,"Bareilly, India",Android
fob_ambikapur,2020-07-16 06:28:38+00:00,"Ambikapur, India",Android
ssamplern,2020-07-16 06:28:38+00:00,"California, USA",Android
naradeshpande,2020-07-16 06:28:38+00:00,"Bengaluru, India",Android
MishraAishvi,2020-07-16 06:28:38+00:00,"Lucknow, India",iPhone
JeenalGala,2020-07-16 06:28:39+00:00,"Mumbai, India",iPhone
Juliacsk,2020-07-16 06:28:39+00:00,Los Angeles,iPhone
SoniRan00137316,2020-07-16 06:28:39+00:00,,Android
chabckhal,2020-07-16 06:28:39+00:00,,iPhone
Sanjay04017,2020-07-16 06:28:40+00:00,"Jammu, Jammu And Kashmir",Android
SagarKa38170344,2020-07-16 06:28:40+00:00,,Android
one80one,2020-07-16 06:28:40+00:00,"Sarasota, FL",iPhone
Bashola_Balogun,2020-07-16 06:28:40+00:00,Nigeria|Sierra Leone|Dubai,Android
Enmingyan,2020-07-16 06:28:41+00:00,Philippines,iPhone
PapaPanduModi,2020-07-16 06:28:41+00:00,ಡೆಲ್ಲಿ ,Mobile device
samflavin,2020-07-16 06:28:41+00:00,"Leeds, England",iPad
Nages05476269,2020-07-16 06:28:41+00:00,,Mobile device
emccoy_writer,2020-07-16 06:28:42+00:00,,iPhone
ThisIsLizMK,2020-07-16 06:28:42+00:00,"Houston, TX",iPhone
HelenaPitout,2020-07-16 06:28:42+00:00,"Pretoria, South Africa",-
GuzzlersInc,2020-07-16 06:28:43+00:00,Bangalore - Chennai - Trichur ,Android
shubhampatel311,2020-07-16 06:28:43+00:00,"Ahmedabad, Gujarat, India",Mobile device
MandatemanMan,2020-07-16 06:28:43+00:00,USA,Android
fob_ambikapur,2020-07-16 06:28:43+00:00,"Ambikapur, India",Android
ElPonyBoy2,2020-07-16 06:28:43+00:00,,Android
G3aXpePtSRzhIDv,2020-07-16 06:28:43+00:00,,Android
CheriseGuilfoil,2020-07-16 06:28:44+00:00,"Miami Beach, FL",Mobile device
Rooysilv,2020-07-16 06:28:44+00:00,"London, England",Mobile device
prafulljha20,2020-07-16 06:28:44+00:00,,iPhone
ExpertenVon22,2020-07-16 06:28:44+00:00,"New Germany, South Africa",Android
DutchNewchurch,2020-07-16 06:28:45+00:00,Wessex,Android
weavercarolyna,2020-07-16 06:28:45+00:00,new york,Mobile device
KhaosodEnglish,2020-07-16 06:28:46+00:00,"Bangkok, Thailand",Mobile device
ChristoZT,2020-07-16 06:28:46+00:00,"Atlanta, GA",iPhone
LoveOneLoveAll3,2020-07-16 06:28:46+00:00,,Android
Healthy20062902,2020-07-16 06:28:46+00:00,,-
patcp66,2020-07-16 06:28:47+00:00,London,iPhone
100DaysOf2020,2020-07-16 06:28:47+00:00,Earth ,-
MissKegs,2020-07-16 06:28:48+00:00,"Bridgend, Scotland",Android
SPGMIHealthcare,2020-07-16 06:28:48+00:00,Global,-
hobit_kharwar_,2020-07-16 06:28:48+00:00,,Android
lindazaking,2020-07-16 06:28:48+00:00,"London, England",Android
upma23,2020-07-16 06:28:48+00:00,India,Android
gopaljaishree,2020-07-16 06:28:48+00:00,,Mobile device
FitSoso,2020-07-16 06:28:48+00:00,,iPhone
ssamplern,2020-07-16 06:28:49+00:00,"California, USA",Android
JanetHa89219298,2020-07-16 06:28:49+00:00,"London, England",iPhone
LaetitiaMUKASE2,2020-07-16 06:28:49+00:00,,Android
sectest9,2020-07-16 06:28:50+00:00,"Hyderabad, India",-
CyberSecurityN8,2020-07-16 06:28:50+00:00,,-
jenner1072,2020-07-16 06:28:50+00:00,"Belvidere, Illinois",iPhone
vegix,2020-07-16 06:28:50+00:00,🔥🌎🔥,Mobile device
DougieF15440963,2020-07-16 06:28:50+00:00,,Android
Gidigitalguru,2020-07-16 06:28:51+00:00,India,Android
educatedadult1,2020-07-16 06:28:51+00:00,Out East (NY),Android
ASIANN00DLES,2020-07-16 06:28:51+00:00,,iPhone
Seventiesrocker,2020-07-16 06:28:51+00:00,Space,Mobile device
ProfMEvans,2020-07-16 06:28:51+00:00,France,Mobile device
VerdeUmesh,2020-07-16 06:28:51+00:00,"Bhopal, India",Android
shelearnsonline,2020-07-16 06:28:52+00:00,"Melbourne, Victoria",Bot
TuberPhobic,2020-07-16 06:28:52+00:00,,Android
dirosky,2020-07-16 06:28:53+00:00,"ÜT: 51.495768,0.082194",Android
galilu,2020-07-16 06:28:54+00:00,UAE,Instagram
geordiebirdie,2020-07-16 06:28:54+00:00,,iPhone
SarahElSebakhy,2020-07-16 06:28:54+00:00,,Mobile device
Sleauxgeaux,2020-07-16 06:28:55+00:00,"Texas, USA",iPhone
Nexus_IE,2020-07-16 06:28:55+00:00,"Ely, United Kingdom",iPhone
AdithyaNayak8,2020-07-16 06:28:56+00:00,,Android
theargus_in,2020-07-16 06:28:56+00:00,"Bhubaneswar, India",Mobile device
McTowri,2020-07-16 06:28:56+00:00,خارج,Mobile device
ExpertenVon22,2020-07-16 06:28:56+00:00,"New Germany, South Africa",Android
sistadbarnes,2020-07-16 06:28:56+00:00,,Mobile device
fredhamilton,2020-07-16 06:28:56+00:00,"Mumbai , INDIA",Mobile device
Pen_Bird,2020-07-16 06:28:57+00:00,north of Batiquitos Lagoon,Mobile device
rishabhsaxena12,2020-07-16 06:28:57+00:00,"New Delhi, India",Mobile device
barbarosa69,2020-07-16 06:28:57+00:00,Athens-Greece,iPhone
JackiePeters,2020-07-16 06:28:57+00:00,"San Francisco, CA",iPhone
THNewDelhi,2020-07-16 06:28:58+00:00,New Delhi,-
captainseann,2020-07-16 06:28:58+00:00,,Android
UNSomalia,2020-07-16 06:28:58+00:00,Somalia,Mobile device
ranganaathan,2020-07-16 06:28:58+00:00,Bharat,-
jmnzinga,2020-07-16 06:28:58+00:00,,Android
AndyPhalanx30,2020-07-16 06:28:59+00:00,"Oregon, USA",Mobile device
Interes47394932,2020-07-16 06:29:00+00:00,central florida,Android
pickooo,2020-07-16 06:29:01+00:00,"New Delhi, India",Android
IntaComm,2020-07-16 06:29:01+00:00,"Ambridge, London, Brussels",Android
AngsumansServer,2020-07-16 06:28:57+00:00,Canada,-
SreeAum,2020-07-16 06:29:02+00:00,,Android
alxindia,2020-07-16 06:29:02+00:00,West Los Angeles,iPhone
MDJAVEEDAKTAR1,2020-07-16 06:29:03+00:00,,Android
C00KIEJE0NS,2020-07-16 06:29:03+00:00,``,Android
SongJae04383307,2020-07-16 06:29:03+00:00,,Android
WelshLongbowman,2020-07-16 06:29:03+00:00,India,Mobile device
DrWang62097984,2020-07-16 06:29:04+00:00,,iPhone
irisstarr3,2020-07-16 06:29:03+00:00,,Android
jenniecoleESOL,2020-07-16 06:29:04+00:00,"Leeds, UK",Android
drjatin_dhingra,2020-07-16 06:29:04+00:00,"New Delhi, India",Android
Robert33Hall,2020-07-16 06:29:04+00:00,,Mobile device
Manoranjan7039,2020-07-16 06:29:04+00:00,,Android
BloodDonorsIn,2020-07-16 06:29:04+00:00,"Mumbai, India",-
ExpertenVon22,2020-07-16 06:29:05+00:00,"New Germany, South Africa",Android
dirosky,2020-07-16 06:29:05+00:00,"ÜT: 51.495768,0.082194",Android
MJMiddelburg,2020-07-16 06:29:05+00:00,"Vinkeveen, the Netherlands",iPhone
WWESyndrome,2020-07-16 06:29:05+00:00,Runnin through the sixx wit my,iPhone
Iadictature,2020-07-16 06:29:06+00:00,77 - Oujda ,iPhone
docmagu1,2020-07-16 06:29:06+00:00,,iPhone
70sChickadee,2020-07-16 06:29:06+00:00,United States,Android
anarchess,2020-07-16 06:29:07+00:00,Blue state-Red family. Help! ,Android
lavery_gg,2020-07-16 06:29:07+00:00,N.Ireland,iPhone
PeasePease3,2020-07-16 06:29:08+00:00,"Gold Coast, Queensland",iPhone
chez_official,2020-07-16 06:29:08+00:00,Leicester ,iPhone
CanelaSoyyo,2020-07-16 06:29:08+00:00,La Región Más Transparente,Mobile device
Jkats530,2020-07-16 06:29:08+00:00,"Capitola, CA",iPhone
MonaBella01,2020-07-16 06:29:08+00:00,"Peoria, AZ",Mobile device
flyingtigermd,2020-07-16 06:29:09+00:00,,Mobile device
CitizenKate4,2020-07-16 06:29:09+00:00,,Android
conrdrew,2020-07-16 06:29:09+00:00,United States,iPhone
OrnellaEF,2020-07-16 06:29:09+00:00,République centrafricaine,iPhone
19Debugger,2020-07-16 06:29:09+00:00,"Brighton, England",Mobile device
mabelyang,2020-07-16 06:29:10+00:00,,Mobile device
iamOlaval,2020-07-16 06:29:10+00:00,"Abuja, Nigeria",Android
Elias_Hallaj,2020-07-16 06:29:10+00:00,Canberra,Mobile device
QanonSam,2020-07-16 06:29:10+00:00,"Kwa-Zulu Natal, South Africa💙",Android
Surendar_MTech,2020-07-16 06:29:11+00:00,"Chennai, India",Android
KadeArcement,2020-07-16 06:29:11+00:00,,Android
DrJDrooghaag,2020-07-16 06:29:12+00:00,"Germany, Europe",iPad
thisquality,2020-07-16 06:29:12+00:00,"Wellington City, New Zealand",Mobile device
the_hindu,2020-07-16 06:29:12+00:00,"Chennai, India",-
joshallison4,2020-07-16 06:29:12+00:00,Los Angeles,-
OrganicFarmerNZ,2020-07-16 06:29:13+00:00,NEW ZEALAND,iPhone
Vinutha25288684,2020-07-16 06:29:13+00:00,,Android
tusarkantajena8,2020-07-16 06:29:13+00:00,India ,Android
Indiagovin,2020-07-16 06:29:13+00:00,New Delhi,Mobile device
GaySpies1,2020-07-16 06:29:13+00:00,,iPhone
rickg4893,2020-07-16 06:29:14+00:00,"Raleigh, NC",Android
Libbibina,2020-07-16 06:29:15+00:00,North Wales,iPad
Venkate68102091,2020-07-16 06:29:15+00:00,,Android
tannacious,2020-07-16 06:29:15+00:00,"San Francisco, CA",Android
SWAC_OECD,2020-07-16 06:29:15+00:00,"Paris, France",Mobile device
FirstLibertyKen,2020-07-16 06:29:15+00:00,"Nairobi, Kenya",Android
SyedAmeerAShah,2020-07-16 06:29:15+00:00,"Umerkot, Sindh ",iPhone
blackwine1234,2020-07-16 06:29:16+00:00,,Android
Anthony98149263,2020-07-16 06:29:16+00:00,,iPhone
tkwmag,2020-07-16 06:29:16+00:00,Srinagar,Mobile device
sherrybolley,2020-07-16 06:29:16+00:00,"Columbus, OH",iPhone
educatedadult1,2020-07-16 06:29:16+00:00,Out East (NY),Android
bar_zie,2020-07-16 06:29:16+00:00,Norway,Mobile device
maria_longhi28,2020-07-16 06:29:16+00:00,"Oceanside, CA",iPhone
nangle_it,2020-07-16 06:29:16+00:00,,iPhone
rutujam60299489,2020-07-16 06:29:17+00:00,,Mobile device
sharleen_skelly,2020-07-16 06:29:17+00:00,,Mobile device
coach_rynders,2020-07-16 06:29:17+00:00,"Arizona, USA",iPhone
Gh0stOpera,2020-07-16 06:29:18+00:00,"San Diego, CA",iPhone
blogalley,2020-07-16 06:29:18+00:00,"Washington, D.C.",iPhone
